0.0,-0.0,6.0
5.426174999371777,0.9937067772793429,16.02050491193315
10.712632605267755,2.1291321218803545,21.747119985168244
15.684943466225013,3.583115459544818,26.07985098667283
20.08994120156044,5.6122854532863755,29.566106470499737
24.24629043845517,8.668061323329843,32.87104848937285
28.251029458598904,12.347094976849416,36.02819592129911
32.16333890915891,16.401842231289,39.0308763038285
36.019301254638265,20.67868137035859,41.87776840333386
39.84088941213191,25.079514221655835,44.57453356863091
43.64145721430909,29.53725072046708,47.12968875545863
47.42909906459256,33.99903841517606,46.73423720717882
51.208681209880616,38.41303080198273,44.17743774107653
54.98309506987825,42.71544150465025,41.50555742700335
58.75388717748291,46.81454663403094,38.728844247129246
62.52179131140675,50.567839224173284,35.87744984011716
66.28670720657276,53.74633543130957,33.01670606469034
70.04783782960092,55.97735809587817,30.251956666442595
74.5036614882827,57.519014242520036,26.955176635769238
79.27284821562594,58.6370979031082,23.035662527674575
84.05252420971681,59.49152294264648,18.341863422781987
88.54235179326245,60.176255817798115,12.440028773809273
92.36947791164658,60.7429718875502,0
